Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_run7g2xm42n_GAT_hyper0pgde32o,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.08920168876648,6.164930105209351,48192
cora_run1rux5yl8_GAT_hyperudu25eso,16.5,20.65,40.92,64.69,92.23,100.0,25.81,16.5,20.65,40.92,64.69,92.23,100.0,88.66,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,20,31.81626009941101,31.960345029830933,217344
cora_run7g2xm42n_GAT_hyperr5y7yckc,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,5.902038335800171,5.964853048324585,48192
cora_run1rux5yl8_GAT_hyper59w2bk99,16.5,20.65,40.92,64.69,92.23,100.0,25.81,16.5,20.65,40.92,64.69,92.23,100.0,88.66,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,20,35.19030737876892,35.35593891143799,217344
cora_run7g2xm42n_GAT_hypergz2vc3xu,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.053168296813965,6.140588283538818,48192
cora_run7g2xm42n_GAT_hyperbaqwe4hv,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.285518169403076,6.353341341018677,48192
cora_run1rux5yl8_GAT_hyperxa8aevq2,16.5,20.65,40.92,64.69,92.23,100.0,25.81,16.5,20.65,40.92,64.69,92.23,100.0,88.66,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,20,30.355774402618408,30.467989683151245,217344
cora_run7g2xm42n_GAT_hyperczj80xq4,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.689532279968262,6.754397869110107,48192
cora_run1rux5yl8_GAT_hyperm95szz6v,16.5,20.65,40.92,64.69,92.23,100.0,25.81,16.5,20.65,40.92,64.69,92.23,100.0,88.66,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,20,32.57093000411987,32.69947791099548,217344
cora_run7g2xm42n_GAT_hyperolj4cmg5,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.519027471542358,6.614886999130249,48192
cora_run7g2xm42n_GAT_hyperyin2el4u,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.213294744491577,6.278686761856079,48192
cora_run7g2xm42n_GAT_hyperuva9cgb9,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.451704740524292,6.535601615905762,48192
cora_run7g2xm42n_GAT_hyperhx16est3,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,7.190743207931519,7.2759850025177,48192
cora_run7g2xm42n_GAT_hyper0fmsnelx,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.565106391906738,6.666964292526245,48192
cora_run7g2xm42n_GAT_hyperxl009kqk,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,5.071123123168945,5.110135316848755,48192
cora_run7g2xm42n_GAT_hyperb3k9n1l8,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,4.731099367141724,4.774383068084717,48192
cora_run7g2xm42n_GAT_hyperucb79lek,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,5.0749266147613525,5.169351577758789,48192
cora_run7g2xm42n_GAT_hyperqv6rb2xy,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.840603351593018,6.918281316757202,48192
cora_run7g2xm42n_GAT_hyper9klavqdd,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.5141377449035645,6.60200572013855,48192
cora_run7g2xm42n_GAT_hyperlreh7wpd,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,7.004233360290527,7.110653162002564,48192
cora_run7g2xm42n_GAT_hyper54i2w3di,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.718242406845093,6.811617136001587,48192
cora_run7g2xm42n_GAT_hypernnkv6srq,4.79,17.57,36.43,55.67,84.88,98.97,14.79,4.79,17.57,36.43,55.67,84.88,98.97,89.81,90.2,79.6,32,32,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,6.58283281326294,6.656251668930054,48192
cora_run1qacz7uf_GAT_hyperi2li4j3q,16.5,32.99,40.92,64.69,92.23,100.0,25.81,16.5,32.99,40.92,64.69,92.23,100.0,88.36,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,20,17.915337324142456,17.993245124816895,217344
Best,16.5,32.99,43.2,64.69,92.23,100.0,25.81,16.5,32.99,43.2,66.44,92.23,100.0,89.81,92.03,82.17,128,128,4,0.1,0,3,0.015,3,2,64,1,3,0.1,inner,100,36.038084745407104,36.23591327667236,217344
