Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,batch_size,epochs,train_time,test_time,params
cora_runpchd5tlp_GAE_hyperq3c9arni,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,24.05484652519226,24.167317152023315,216576
cora_runen7a8lqg_GAE_hyperm3kux0q7,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,88.54,91.58,79.77,32,32,32,100,6.333991289138794,6.430733442306519,48000
cora_runpchd5tlp_GAE_hyperbxmxz4ki,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,26.22856950759888,26.33222603797913,216576
cora_runen7a8lqg_GAE_hypervs3n3djl,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,88.54,91.58,79.77,32,32,32,100,6.018928527832031,6.10765552520752,48000
cora_runpchd5tlp_GAE_hyperijyk6rwj,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,23.228458642959595,23.33393383026123,216576
cora_runen7a8lqg_GAE_hyperb0mc7ztb,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,5.942396640777588,6.019608736038208,48000
cora_runpchd5tlp_GAE_hypernvjtt1h6,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,27.01137566566468,27.12316346168518,216576
cora_runen7a8lqg_GAE_hyperw922grnu,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,5.563808441162109,5.636839866638184,48000
cora_runpchd5tlp_GAE_hyperjf6tws3g,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,28.9984769821167,29.115949869155884,216576
cora_runen7a8lqg_GAE_hyper6ghb34od,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.02030873298645,6.097224950790405,48000
cora_runpchd5tlp_GAE_hyperscv62oyy,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,27.22952437400818,27.342244386672974,216576
cora_runen7a8lqg_GAE_hyperdyv2vwei,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.251222372055054,6.36713171005249,48000
cora_runpchd5tlp_GAE_hyperus56ingf,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,26.62490820884705,26.75088715553284,216576
cora_runen7a8lqg_GAE_hyperwp5tszgj,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,5.910459995269775,5.981504440307617,48000
cora_runpchd5tlp_GAE_hyperrj709cha,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,36.02983474731445,36.12832474708557,216576
cora_runen7a8lqg_GAE_hyperizkbs8sy,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.109433650970459,6.194669485092163,48000
cora_runen7a8lqg_GAE_hyperdeevliz7,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.370034456253052,6.4848573207855225,48000
cora_runpchd5tlp_GAE_hyperqox3in39,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,29.87726068496704,29.993764877319336,216576
cora_runen7a8lqg_GAE_hyperr50duyfe,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.394152879714966,6.480981349945068,48000
cora_runpchd5tlp_GAE_hyperbswclpf8,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,32,20,33.870489835739136,33.98686599731445,216576
cora_runen7a8lqg_GAE_hypertw508t1s,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,5.814948797225952,5.901144027709961,48000
cora_runen7a8lqg_GAE_hyperzefgxmii,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,5.9033567905426025,5.981932640075684,48000
cora_runen7a8lqg_GAE_hyperjtwwith0,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,6.060302495956421,6.182428598403931,48000
cora_runen7a8lqg_GAE_hyper3vdnjrc6,2.42,17.73,50.0,60.76,90.97,98.26,12.54,2.42,17.73,50.0,60.76,90.97,98.26,90.59,91.58,79.77,32,32,32,100,7.1183366775512695,7.159286737442017,48000
cora_runen7a8lqg_GAE_hyperbx2n5p6p,11.74,17.89,28.75,69.37,85.3,96.17,22.81,11.74,17.89,28.75,69.37,85.3,96.17,90.59,88.83,78.18,32,32,32,100,12.132389307022097,12.160318851470947,48000
cora_runen7a8lqg_GAE_hyperzlobgtym,11.74,17.89,28.75,69.37,85.3,96.17,22.81,11.74,17.89,28.75,69.37,85.3,96.17,90.59,88.83,78.18,32,32,32,100,16.14832830429077,16.223123788833618,48000
cora_runen7a8lqg_GAE_hyperoxlpmi3b,11.74,17.89,28.75,69.37,85.3,96.17,22.81,11.74,17.89,28.75,69.37,85.3,96.17,90.59,88.83,78.18,32,32,32,100,18.34964394569397,18.42046618461609,48000
cora_runen7a8lqg_GAE_hyper2ui2azwo,11.74,17.89,28.75,69.37,85.3,96.17,22.81,11.74,17.89,28.75,69.37,85.3,96.17,90.59,88.83,78.18,32,32,32,100,19.29992151260376,19.37069058418274,48000
cora_runpelg6q4v_GAE_hyperxpuvf8d8,15.91,27.6,55.52,72.4,87.99,99.35,28.11,15.91,27.6,55.52,72.4,87.99,99.35,89.51,93.69,82.09,128,128,64,20,11.777697086334229,11.853608131408691,216576
Best,24.02,34.64,55.52,80.94,93.77,99.35,32.54,24.02,34.64,57.19,75.08,93.77,99.35,90.59,93.75,85.08,128,128,64,100,36.02983474731445,36.12832474708557,216576
