Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,batch_size,epochs,train_time,test_time,params
cora_runu7hbqmd6_VGAE_hyper8rmy4z9k,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,90.46,90.44,74.18,16,16,32,100,5.3939642906188965,5.482529401779175,23760
cora_runu7hbqmd6_VGAE_hyper87ctq3au,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,90.46,90.44,74.18,16,16,32,100,6.083528757095337,6.152856349945068,23760
cora_runu7hbqmd6_VGAE_hyperrorw8yfo,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,90.46,90.44,74.18,16,16,32,100,5.989584445953369,6.059911727905273,23760
cora_runu7hbqmd6_VGAE_hypergw23xy3w,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,89.95,90.44,74.18,16,16,32,100,5.796597003936768,5.873976230621338,23760
cora_runu7hbqmd6_VGAE_hyperxzxi7079,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,89.95,90.44,74.18,16,16,32,100,5.61736273765564,5.691582202911377,23760
cora_runu7hbqmd6_VGAE_hyperihsp7cyy,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,89.95,90.44,74.18,16,16,32,100,5.916636943817139,6.00856614112854,23760
cora_runu7hbqmd6_VGAE_hyperjj7oipch,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,89.95,90.44,74.18,16,16,32,100,6.045855045318604,6.137799739837647,23760
cora_runu7hbqmd6_VGAE_hyperf3jgyl3p,11.55,20.98,43.36,53.61,74.53,85.08,24.99,11.55,20.98,43.36,53.61,74.53,85.08,89.95,90.44,74.18,16,16,32,100,6.07381272315979,6.157999038696289,23760
cora_runfivfsts1_VGAE_hyper6a7lfx45,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,8.964395523071289,9.018229246139526,49056
cora_runfivfsts1_VGAE_hyper4m6jrz2v,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,16.445368766784668,16.525951862335205,49056
cora_runfivfsts1_VGAE_hyper983po4b0,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,19.19557809829712,19.287202835083008,49056
cora_runfivfsts1_VGAE_hyperykjod6gc,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,20.16435194015503,20.24632692337036,49056
cora_runfivfsts1_VGAE_hyperrstp8bo9,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,18.25992178916931,18.35494017601013,49056
cora_runfivfsts1_VGAE_hyperkugkfmfs,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,20.896116256713867,21.00184392929077,49056
cora_runfivfsts1_VGAE_hyperpxaby2va,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,22.375340938568115,22.4532322883606,49056
cora_runfivfsts1_VGAE_hyper55u06yk5,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,22.91029572486877,22.990482568740845,49056
cora_runfivfsts1_VGAE_hyperbm68xztk,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,20.1460280418396,20.22430229187012,49056
cora_runfivfsts1_VGAE_hyperulrcmus1,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,22.45807909965515,22.534648895263672,49056
cora_runfivfsts1_VGAE_hypersc9zfge2,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,23.875454425811768,23.94268798828125,49056
cora_runfivfsts1_VGAE_hyper1e4k80z2,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.95,94.58,81.78,32,32,32,100,24.288225889205933,24.36175107955933,49056
cora_runfivfsts1_VGAE_hyperr8dysato,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,20.531196355819706,20.61064505577088,49056
cora_runfivfsts1_VGAE_hyperichoy0c5,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,22.999775409698486,23.10114622116089,49056
cora_runfivfsts1_VGAE_hyper3wzedjuj,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,23.92432713508606,23.999001026153564,49056
cora_runfivfsts1_VGAE_hyperb9t33ibi,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,24.27515888214112,24.378833055496216,49056
cora_runfivfsts1_VGAE_hyperel828t9x,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,21.20342445373535,21.279688835144043,49056
cora_runfivfsts1_VGAE_hyper5wt00j3f,4.24,43.71,63.29,70.67,90.81,99.29,30.66,4.24,43.71,63.29,70.67,90.81,99.29,90.73,94.58,81.78,32,32,32,100,23.13462996482849,23.20385932922364,49056
