Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_runtjnqv6k9_GraphSage_hyper50v24jvz,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,8.010498523712158,8.074954509735107,47489
cora_runtjnqv6k9_GraphSage_hyperza8314gb,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,11.60367488861084,11.658092498779297,47489
cora_runtjnqv6k9_GraphSage_hyperi11g9cxr,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,5.822306394577026,5.876894474029541,47489
cora_runaoxwszg7_GraphSage_hypere2f5fqg2,0.48,14.67,25.67,53.36,91.03,99.65,15.17,0.48,14.67,25.67,53.36,91.03,99.65,91.82,88.87,86.6,16,16,0.015,3,2,16,1,3,0.1,dot,20,23.33300542831421,23.476330280303955,47489
cora_runtjnqv6k9_GraphSage_hyperiiuyfs3l,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,5.758164882659912,5.938108205795288,47489
cora_runaoxwszg7_GraphSage_hyper94zgzrmv,0.48,14.67,25.67,53.36,91.03,99.65,15.17,0.48,14.67,25.67,53.36,91.03,99.65,91.82,88.87,86.6,16,16,0.015,3,2,16,1,3,0.1,dot,20,9.377888917922974,9.433505773544312,47489
cora_runtjnqv6k9_GraphSage_hyper3hcktg40,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,6.424745798110962,6.6274285316467285,47489
cora_runtjnqv6k9_GraphSage_hypercc05rffv,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,dot,20,6.794693470001221,6.931800603866577,47489
cora_runaoxwszg7_GraphSage_hyperpb7hecbk,0.48,14.67,25.67,53.36,91.03,99.65,15.17,0.48,14.67,25.67,53.36,91.03,99.65,91.82,88.87,86.6,16,16,0.015,3,2,16,1,3,0.1,dot,20,9.436410903930664,9.490759372711182,47489
Best,15.52,25.59,26.41,62.62,98.29,100.0,20.17,15.52,25.59,26.41,62.62,98.29,100.0,92.8,93.73,86.87,16,16,0.015,3,2,16,1,3,0.1,inner,20,24.83725333213806,24.90087938308716,47489
