Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,batch_size,lr,batch_size_sampler,num_neighbors,num_hops,epochs
cora_run84cjf00a_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,91.82,95.89,81.88,256,256,32,0.01,64,5,8,50
cora_run1rj4qmpx_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,91.82,95.89,81.88,256,256,32,0.01,64,10,6,50
cora_run8ra5w0w2_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,91.82,95.89,81.88,256,256,32,0.01,64,10,7,50
cora_runq6zj5jhi_GraphSage,20.75,41.86,65.13,79.14,92.94,96.95,33.87,20.75,41.86,65.13,79.14,92.94,96.95,93.05,95.15,82.32,256,256,32,0.1,32,5,7,50
cora_runejvg7j8y_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.26,95.89,81.88,256,256,32,0.01,64,10,8,50
cora_runmxy64kvx_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.26,95.89,81.88,256,256,32,0.01,64,20,6,50
cora_run8n8jjpef_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.26,95.89,81.88,256,256,32,0.01,64,20,7,50
cora_run9tke7dhz_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.57,95.15,82.32,256,256,32,0.1,32,5,8,50
cora_run3chvof8t_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,20,8,50
cora_runm42nw8is_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,30,6,50
cora_runxh8kp59r_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,30,7,50
cora_run9wl7jqew_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,30,8,50
cora_runtf522cff_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,40,6,50
cora_runfz3veo26_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.91,95.15,82.32,256,256,32,0.1,32,10,6,50
cora_run3sylee1n_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,40,7,50
cora_runzdqgm0l4_GraphSage,52.78,59.62,71.33,77.12,86.23,94.38,57.14,52.78,59.62,71.33,77.12,86.23,94.38,92.27,95.89,81.88,256,256,32,0.01,64,40,8,50
cora_run2zwurdnw_GraphSage,52.78,62.55,68.84,77.12,87.46,94.38,61.57,52.78,62.55,68.84,77.12,87.46,94.38,92.27,95.89,81.88,256,256,32,0.01,128,5,6,50
cora_runl82ubc5k_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,94.16,95.89,81.88,256,256,32,0.01,128,5,7,50
cora_runvoqfzb5n_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,5,8,50
cora_runqeai7lp0_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,10,6,50
cora_runmusfzn4f_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.93,95.15,82.32,256,256,32,0.1,32,10,7,50
cora_runxppk1502_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,10,7,50
cora_run789jzryv_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,10,8,50
cora_rune8l3gzp1_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,20,6,50
cora_runmkrln7tl_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,20,7,50
cora_run5kafbjao_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,20,8,50
cora_runpfudkji6_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,30,6,50
cora_runpfvjm94a_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,30,7,50
cora_runphjy9gzr_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,30,8,50
cora_runjw0wm5m9_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,40,6,50
cora_runfe5dr7la_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.09,95.15,82.32,256,256,32,0.1,32,10,8,50
cora_runfqm4y5ze_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,40,7,50
cora_runw2bn1les_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,32,0.01,128,40,8,50
cora_run0qh1o9xc_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,64,0.01,32,40,6,50
cora_runqgdadopv_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.09,95.15,82.32,256,256,32,0.1,32,20,6,50
cora_runws9yrc6b_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,64,0.01,32,40,7,50
cora_run9lpu4q44_GraphSage,52.78,62.55,67.81,77.12,87.46,94.38,61.57,52.78,62.55,67.81,77.12,87.46,94.38,93.91,95.71,81.88,256,256,64,0.01,32,40,8,50
cora_runm5t1yzx3_GraphSage,52.78,59.09,67.81,76.43,88.69,94.38,61.57,52.78,59.09,67.81,76.43,88.69,94.38,93.91,95.71,81.88,256,256,64,0.01,64,5,6,50
cora_runosrt4ggr_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.69,95.15,82.32,256,256,32,0.1,32,20,7,50
cora_rund9kadfhm_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.93,95.15,82.32,256,256,32,0.1,32,20,8,50
cora_run756o8z4u_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.93,95.15,82.32,256,256,32,0.1,32,30,6,50
cora_run7f65orcj_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,92.93,95.15,82.32,256,256,32,0.1,32,30,7,50
cora_run7krcsg77_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.01,95.15,82.32,256,256,32,0.1,32,30,8,50
cora_rungpiu3dbm_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.01,95.15,82.32,256,256,32,0.1,32,40,6,50
cora_runp46oi0q7_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.01,95.15,82.32,256,256,32,0.1,32,40,7,50
cora_run2vpoke33_GraphSage,16.87,41.86,65.13,79.14,92.94,96.95,33.87,16.87,41.86,65.13,79.14,92.94,96.95,93.17,95.15,82.32,256,256,32,0.1,32,40,8,50
cora_run05ddzqwz_GraphSage,16.87,41.86,60.63,79.14,92.94,96.95,33.87,16.87,41.86,60.63,79.14,92.94,96.95,93.17,94.84,82.32,256,256,32,0.1,64,5,6,50
cora_run44cyke62_GraphSage,15.11,41.86,60.63,79.14,92.94,96.95,28.65,15.11,41.86,60.63,79.14,92.94,96.95,93.17,94.84,82.32,256,256,32,0.1,64,5,7,50
cora_runjhtj6uug_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.17,94.84,82.32,256,256,32,0.1,64,5,8,50
cora_run121wb05u_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.17,94.84,82.32,256,256,32,0.1,64,10,6,50
cora_runehtiinh6_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.17,94.84,82.32,256,256,32,0.1,64,10,7,50
cora_run0cqc2svt_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.52,94.84,82.32,256,256,32,0.1,64,10,8,50
cora_runspnc3842_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.52,94.84,82.32,256,256,32,0.1,64,20,6,50
cora_runh0zznbsf_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.52,94.84,82.32,256,256,32,0.1,64,20,7,50
cora_run8a6q36sd_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,20,8,50
cora_runifv95drm_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,30,6,50
cora_run88n5qb3v_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,30,7,50
cora_runr8xxdicq_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,30,8,50
cora_runmxcorisq_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,40,6,50
cora_run8l42jpau_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,40,7,50
cora_runbdw7wf4v_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,64,40,8,50
cora_runb8uf50id_GraphSage,57.6,65.98,76.19,83.18,93.2,97.23,63.91,57.6,65.98,76.19,83.18,93.2,97.23,94.86,96.96,83.15,256,256,32,0.01,32,5,6,50
cora_run62bz9m5x_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,128,5,6,50
cora_runef2tixko_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,128,5,7,50
cora_runi8ry7z0z_GraphSage,57.6,65.98,76.19,83.18,93.2,97.23,63.91,57.6,65.98,76.19,83.18,93.2,97.23,94.86,96.96,83.15,256,256,32,0.01,32,5,7,50
cora_run3yht4d2i_GraphSage,17.43,41.86,60.63,79.14,92.94,96.95,30.7,17.43,41.86,60.63,79.14,92.94,96.95,93.32,94.84,82.32,256,256,32,0.1,128,5,8,50
cora_runret0bu96_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.98,94.84,82.32,256,256,32,0.1,128,10,6,50
cora_run502s55yc_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,5,8,50
cora_runtgoj9luc_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.98,94.84,82.32,256,256,32,0.1,128,10,7,50
cora_runf8cnp73b_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,10,8,50
cora_runvn7q513f_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,6,50
cora_runhjgx62nd_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,20,6,50
cora_runnjywyoff_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,20,7,50
cora_runmgiogcr4_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,7,50
cora_runiubymi11_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,20,8,50
cora_runo0nrvl4o_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,30,6,50
cora_runhtmdqpgn_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,8,50
cora_runesnypmcz_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,30,7,50
cora_runi9fatmla_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,30,8,50
cora_run6wicuvhn_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,20,6,50
cora_run1h2eddfv_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,40,6,50
cora_run3n7tubir_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,40,7,50
cora_runfqdxupjf_GraphSage,17.43,41.86,65.3,79.14,92.94,96.95,30.7,17.43,41.86,65.3,79.14,92.94,96.95,93.96,94.84,82.32,256,256,32,0.1,128,40,8,50
cora_runkj1124k9_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,20,7,50
cora_run85pbfui3_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,5,6,50
cora_run7ghbppjl_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,20,8,50
cora_runig5kcgrc_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,30,6,50
cora_run3yyscw23_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,5,7,50
cora_runs45q4m20_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,30,7,50
cora_run4k9yuf1m_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,5,8,50
cora_run6o6xfyej_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,30,8,50
cora_run2k7veitp_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,10,6,50
cora_run5h1rm3ym_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,40,6,50
cora_run5kmriqwg_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,91.88,96.96,83.15,256,256,32,0.01,32,40,7,50
cora_runwfmqro8x_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,10,7,50
cora_runx6180tyt_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,10,8,50
cora_runpa781p0t_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,20,6,50
cora_rungp0o7yyx_GraphSage,57.6,65.98,76.19,83.18,93.2,97.23,63.91,57.6,65.98,76.19,83.18,93.2,97.23,94.86,96.96,83.15,256,256,32,0.01,32,5,6,50
cora_runv2vfsg5k_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,20,7,50
cora_runedal4lma_GraphSage,57.6,65.98,76.19,83.18,93.2,97.23,63.91,57.6,65.98,76.19,83.18,93.2,97.23,94.86,96.96,83.15,256,256,32,0.01,32,5,7,50
cora_runfgz7aqn9_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,20,8,50
cora_run8ggfooyt_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,30,6,50
cora_runoomxc2zo_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,5,8,50
cora_runzogfn68o_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,30,7,50
cora_runm74o2qnr_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,6,50
cora_runi2pqml4f_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,30,8,50
cora_runyizodr4e_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,40,6,50
cora_runguw3qclh_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,7,50
cora_runh8co6gsx_GraphSage,17.43,41.86,65.3,77.89,92.94,96.78,30.7,17.43,41.86,65.3,77.89,92.94,96.78,93.96,95.23,82.55,256,256,32,0.01,32,40,7,50
cora_run1fy1qwp6_GraphSage,51.61,57.72,76.19,83.18,93.2,97.23,58.29,51.61,57.72,76.19,83.18,93.2,97.23,94.24,96.96,83.15,256,256,32,0.01,32,10,8,50
