Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_runqeogi6ee_GAT_hypere4bj3kqt,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.326793670654297,11.380441427230837,222561
cora_run1qacz7uf_GAT_hyperrypbut88,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,14.105215072631836,14.158783674240112,217344
cora_runqeogi6ee_GAT_hyperu37wsv0j,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.24997591972351,11.306545734405518,222561
cora_run1qacz7uf_GAT_hyper0sx4blp3,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,15.95572590827942,16.10718035697937,217344
cora_runqeogi6ee_GAT_hyperkkj9bmpw,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,16.619667530059814,16.745328187942505,222561
cora_run1qacz7uf_GAT_hyperxl38kic5,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.214862108230591,7.344528436660767,217344
cora_run1qacz7uf_GAT_hyperg5s9fyss,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.505365610122681,7.5788257122039795,217344
cora_runqeogi6ee_GAT_hyperhxbibiwm,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.056726455688477,15.16178035736084,222561
cora_run1qacz7uf_GAT_hyperbbuuf1dn,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,6.503662109375,6.579673051834106,217344
cora_runqeogi6ee_GAT_hyperaryg8en3,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.546005010604858,6.628337383270264,222561
cora_run1qacz7uf_GAT_hyper9kox3m16,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,8.767164945602417,8.887527465820312,217344
cora_runqeogi6ee_GAT_hyperptkz2u98,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.291834354400635,6.424227714538574,222561
cora_runqeogi6ee_GAT_hyperypr5aod4,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,10.380987882614136,10.44054913520813,222561
cora_run1qacz7uf_GAT_hypera4hptqv2,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,20.58316135406494,20.69328737258911,217344
cora_runqeogi6ee_GAT_hypernv12jifs,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.868937015533447,10.08672285079956,222561
cora_runqeogi6ee_GAT_hyperwlh4kwek,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.53224897384644,19.606465578079224,222561
cora_run1qacz7uf_GAT_hypercxkpgco1,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,23.635342597961422,23.749035358428955,217344
cora_runqeogi6ee_GAT_hyper16ld1fgz,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,20.18810153007508,20.24100399017334,222561
cora_run1qacz7uf_GAT_hyper5j0rae05,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,20.517075061798096,20.61283278465271,217344
cora_runqeogi6ee_GAT_hyperc6qcu094,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,24.000889778137207,24.08219742774964,222561
cora_run1qacz7uf_GAT_hyper1n5hftgk,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,30.061569452285767,30.135634660720825,217344
cora_run1qacz7uf_GAT_hyperx69vmbnv,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,11.003894329071043,11.099052906036375,217344
cora_runqeogi6ee_GAT_hyperb335og53,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,30.98628115653992,31.16573166847229,222561
cora_run1qacz7uf_GAT_hyperhymtrvsn,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,12.60997724533081,12.74447536468506,217344
cora_runqeogi6ee_GAT_hyperz78ryv7e,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.302014827728271,12.407437562942505,222561
cora_run1qacz7uf_GAT_hyperuc17wapi,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,14.781309366226196,14.842082262039185,217344
cora_runqeogi6ee_GAT_hyperlgjmi662,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.885448217391968,14.028141260147097,222561
cora_run1qacz7uf_GAT_hyperdwy2bj7t,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,13.553195714950562,13.631191730499268,217344
cora_run1qacz7uf_GAT_hyperqognksu5,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,6.610212564468384,6.714215278625488,217344
cora_runqeogi6ee_GAT_hyperx9wz4sv7,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.359551429748535,14.46333909034729,222561
cora_run1qacz7uf_GAT_hyperf7or4m99,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,6.235476016998291,6.359368801116943,217344
cora_run1qacz7uf_GAT_hyper0t5y1eyg,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.329903602600098,7.448610782623291,217344
cora_runqeogi6ee_GAT_hyperdyc2fjed,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.571403503417969,13.696244716644289,222561
cora_run1qacz7uf_GAT_hyperiirhc2cj,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,8.972596406936646,9.022188663482666,217344
cora_runqeogi6ee_GAT_hyperheeu5t31,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.472178936004639,6.61146879196167,222561
cora_runqeogi6ee_GAT_hypertcv3zycd,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.168067455291748,7.320952653884888,222561
cora_run1qacz7uf_GAT_hyperh1vm5l4y,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,18.18420171737671,18.317267179489136,217344
cora_runqeogi6ee_GAT_hyperyontopgb,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.652875423431396,8.759937763214111,222561
cora_runqeogi6ee_GAT_hyperktsmqgfc,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.981210947036743,8.133684158325195,222561
cora_run1qacz7uf_GAT_hyper2vfnov9u,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,22.38644027709961,22.47112250328064,217344
cora_runqeogi6ee_GAT_hyperr4oue6bs,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,18.07643866539001,18.147748947143555,222561
cora_run1qacz7uf_GAT_hyperwhynsybi,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,20.842031955719,20.894505500793457,217344
cora_runqeogi6ee_GAT_hypertdoe39uo,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,26.41340970993042,26.46301293373108,222561
cora_run1qacz7uf_GAT_hypernd4tozp2,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,31.810062170028687,31.965816974639893,217344
cora_runqeogi6ee_GAT_hyperoab535qg,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,25.45957350730896,25.55104351043701,222561
cora_run1qacz7uf_GAT_hyperwv0wnfyf,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,13.258510828018188,13.387305498123167,217344
cora_run1qacz7uf_GAT_hyperwnk8mga6,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,11.95310640335083,12.057700395584106,217344
cora_runqeogi6ee_GAT_hyper6qp49yp5,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,31.830663919448853,31.89769744873047,222561
cora_run1qacz7uf_GAT_hyperwnxt2ngd,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,14.166959047317505,14.31972050666809,217344
cora_runqeogi6ee_GAT_hypergzurkjeg,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.243483066558838,12.353402614593506,222561
cora_run1qacz7uf_GAT_hyperehkk07f1,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,16.46594548225403,16.569375038146973,217344
cora_runqeogi6ee_GAT_hyperokbz8hcf,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.669711589813232,14.749009370803831,222561
cora_run1qacz7uf_GAT_hyper16g1r305,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.718121290206909,7.853034734725952,217344
cora_run1qacz7uf_GAT_hyper18kh9l36,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.576510190963745,7.657482862472534,217344
cora_runqeogi6ee_GAT_hypersxwii176,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.83057689666748,11.892987489700316,222561
cora_run1qacz7uf_GAT_hyperd5cjjjxs,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,5.64490532875061,5.693643808364868,217344
cora_run1qacz7uf_GAT_hypers1sc9b6l,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,8.289077281951904,8.38786768913269,217344
cora_runqeogi6ee_GAT_hyperz6sra5sc,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,16.299781560897827,16.472846031188965,222561
cora_runqeogi6ee_GAT_hyperkdbyd2ff,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.524210214614868,6.721794128417969,222561
cora_runqeogi6ee_GAT_hyper0ucttwkd,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.236550092697143,7.388839244842529,222561
cora_run1qacz7uf_GAT_hypers2whfizt,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,15.702685594558716,15.777836322784424,217344
cora_runqeogi6ee_GAT_hyperq1r0vdpy,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.089133024215698,9.206736326217651,222561
cora_runqeogi6ee_GAT_hyperr3fj8a97,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.585199117660522,7.753559112548828,222561
cora_run1qacz7uf_GAT_hypergb7qq7am,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,24.16197967529297,24.284809827804565,217344
cora_runqeogi6ee_GAT_hyperb32ng5no,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,20.006330013275143,20.12800121307373,222561
cora_run1qacz7uf_GAT_hyperec0hooqq,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,24.138513803482056,24.250089645385746,217344
cora_runqeogi6ee_GAT_hyperpwfen4kh,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,23.302533864974976,23.416099786758423,222561
cora_run1qacz7uf_GAT_hyperczdohmg0,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,30.1355984210968,30.29985308647156,217344
cora_runqeogi6ee_GAT_hypervrra31j5,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,24.878313064575195,25.05289053916931,222561
cora_run1qacz7uf_GAT_hyperdmin5tkx,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,8.839423656463623,8.899981498718262,217344
cora_run1qacz7uf_GAT_hyperuuszvyxp,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,14.05026650428772,14.101152658462524,217344
cora_runqeogi6ee_GAT_hyper988ll7ed,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,25.895618200302124,26.00408244132996,222561
cora_run1qacz7uf_GAT_hyperhapjijsi,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,14.457414627075195,14.597954273223875,217344
cora_runqeogi6ee_GAT_hyperfrwswdvk,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.371324300765991,11.492432355880736,222561
cora_run1qacz7uf_GAT_hypergbd4sq17,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,16.607917308807373,16.661819458007812,217344
cora_run1qacz7uf_GAT_hyperyulrktyo,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.998697280883789,8.050515413284302,217344
cora_runqeogi6ee_GAT_hypers2305p91,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.116694688796995,11.224504709243774,222561
cora_run1qacz7uf_GAT_hyperrxkihoab,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.180235147476196,7.260347843170166,217344
cora_run1qacz7uf_GAT_hyper4qe2lk1d,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,7.94550085067749,7.994287014007568,217344
cora_runqeogi6ee_GAT_hyper0woap3dv,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.014652490615845,13.123303174972534,222561
cora_run1qacz7uf_GAT_hyper5rrj09wj,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,9.226894855499268,9.358811140060425,217344
cora_runqeogi6ee_GAT_hyper7zxm1hbc,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,17.102293968200684,17.24241280555725,222561
cora_runqeogi6ee_GAT_hypersac55tvp,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.34551739692688,7.519465923309326,222561
cora_run1qacz7uf_GAT_hyper8nik0c4h,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,17.734455585479736,17.799642324447632,217344
cora_runqeogi6ee_GAT_hyperehjsz7y0,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.761138916015625,8.933613061904907,222561
cora_runqeogi6ee_GAT_hyperdm79nnsh,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.237692594528198,7.333350419998169,222561
cora_run1qacz7uf_GAT_hyper5jyd8q97,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,19.76026654243469,19.889261722564697,217344
cora_runqeogi6ee_GAT_hyperga1f9l33,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.168546199798584,9.26836347579956,222561
cora_runqeogi6ee_GAT_hyperkss6fqfn,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.501200675964355,14.537733554840088,222561
cora_run1qacz7uf_GAT_hypertuyu2760,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,23.26571750640869,23.35120391845703,217344
cora_runqeogi6ee_GAT_hyperns46hgap,27.53,39.37,73.13,93.91,99.68,100.0,40.81,27.53,39.37,73.13,93.91,99.68,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,24.256208419799805,24.37148809432984,222561
cora_run1qacz7uf_GAT_hyper4ganw0mp,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,inner,20,23.04628086090088,23.12915015220642,217344
