Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_runqeogi6ee_GAT_hyper0tyert2x,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,25.758177995681763,25.85947895050049,217344
cora_run1qacz7uf_GAT_hyperssunvm46,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.97508192062378,13.096198320388794,222561
cora_run1qacz7uf_GAT_hyper2x0eif4i,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.192877292633057,14.371723651885986,222561
cora_runqeogi6ee_GAT_hyper6jvvoat0,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,31.394860982894897,31.51283097267151,217344
cora_run1qacz7uf_GAT_hypern5qqunmi,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.603113412857056,15.734650373458862,222561
cora_runqeogi6ee_GAT_hyper5864q0bu,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,10.92569661140442,11.01459527015686,217344
cora_run1qacz7uf_GAT_hyperywep342y,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.012154817581177,7.159364938735962,222561
cora_runqeogi6ee_GAT_hyperclr9nj6y,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.797199487686155,13.956345558166504,217344
cora_run1qacz7uf_GAT_hyperwto4etsf,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.396012306213379,7.449307203292847,222561
cora_run1qacz7uf_GAT_hypercvx6a3cd,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.724342584609985,8.78254222869873,222561
cora_runqeogi6ee_GAT_hyper4es0ec4x,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.627563953399658,13.770483016967772,217344
cora_run1qacz7uf_GAT_hyperuvastt9g,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,10.480072259902954,10.574714183807371,222561
cora_runqeogi6ee_GAT_hyper3p8ox0od,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,12.264928102493286,12.31584882736206,217344
cora_runqeogi6ee_GAT_hyperz12ub8py,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,6.630183935165405,6.681778430938721,217344
cora_run1qacz7uf_GAT_hyperyz0phu24,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.28419685363769,19.463178396224976,222561
cora_runqeogi6ee_GAT_hypery42yldiq,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,5.812100172042847,5.950001955032349,217344
cora_runqeogi6ee_GAT_hyper0mpucpvl,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.435690879821777,7.596874713897705,217344
cora_run1qacz7uf_GAT_hyperq0j7710b,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,24.498506546020508,24.62752079963684,222561
cora_runqeogi6ee_GAT_hyper5n6yzocw,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,8.230096817016602,8.408972263336182,217344
cora_runqeogi6ee_GAT_hyperqyc86zdd,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.477419137954712,13.596533060073853,217344
cora_run1qacz7uf_GAT_hyper75n9fm30,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,26.065018892288208,26.21341323852539,222561
cora_runqeogi6ee_GAT_hyper6me2m75g,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,23.210805416107178,23.357012510299683,217344
cora_run1qacz7uf_GAT_hyper66ol5f3t,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,21.04682970046997,21.13366937637329,222561
cora_runqeogi6ee_GAT_hyper8s4apkl1,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,21.648265600204468,21.693110704422,217344
cora_run1qacz7uf_GAT_hyperdvqf9nae,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.8342182636261,9.87971305847168,222561
cora_run1qacz7uf_GAT_hypertyqq9p6y,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.12361478805542,15.305733919143677,222561
cora_runqeogi6ee_GAT_hyper82kvbt6y,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,29.05086350440979,29.10141682624817,217344
cora_run1qacz7uf_GAT_hyperss52g0t8,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.16255021095276,12.26579475402832,222561
cora_runqeogi6ee_GAT_hyperrilxio4y,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,10.12901759147644,10.315431356430054,217344
cora_run1qacz7uf_GAT_hyperj5bgdmtj,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.444170951843262,12.571845293045044,222561
cora_runqeogi6ee_GAT_hyperqfyb1zxk,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.634682893753052,13.716187953948976,217344
cora_run1qacz7uf_GAT_hypernzecuipk,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.74562668800354,7.9616858959198,222561
cora_run1qacz7uf_GAT_hyper30jiv607,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.634855270385742,7.766252517700195,222561
cora_runqeogi6ee_GAT_hyper45l4hm5r,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.5643470287323,13.625595331192017,217344
cora_run1qacz7uf_GAT_hyper0g0nuq6b,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.304201126098633,8.46458911895752,222561
cora_runqeogi6ee_GAT_hyper48uz0so7,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,15.71507215499878,15.768219470977783,217344
cora_run1qacz7uf_GAT_hyperifkhj39j,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.136242628097534,6.194786548614502,222561
cora_runqeogi6ee_GAT_hyper4u25a4hd,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.504660367965698,7.602022171020508,217344
cora_runqeogi6ee_GAT_hyperoqu6c8of,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,6.350554466247559,6.435257196426392,217344
cora_run1qacz7uf_GAT_hyperfmo5h8a3,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,17.285040855407715,17.392401933670044,222561
cora_runqeogi6ee_GAT_hyperfjd8wwko,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.330668449401855,7.490030527114868,217344
cora_runqeogi6ee_GAT_hyperpwjo8en4,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,8.515559196472168,8.572419166564941,217344
cora_run1qacz7uf_GAT_hypergg5spp61,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,23.574207544326782,23.71721839904785,222561
cora_runqeogi6ee_GAT_hyperd300crhy,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,19.405866146087646,19.442480325698853,217344
cora_run1qacz7uf_GAT_hyper077fyhgm,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,26.54839038848877,26.673819065094,222561
cora_runqeogi6ee_GAT_hyper03n1jwh6,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,24.46331286430359,24.51386761665344,217344
cora_run1qacz7uf_GAT_hyper3kb28zss,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.178330659866333,19.24786138534546,222561
cora_runqeogi6ee_GAT_hyperv6xlwq3h,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,19.79568886756897,19.886297702789307,217344
cora_run1qacz7uf_GAT_hyperhz3www13,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.558720111846924,9.66293978691101,222561
cora_run1qacz7uf_GAT_hypervsrcbmbp,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.76006555557251,15.839241743087769,222561
cora_runqeogi6ee_GAT_hyperahuwmuxt,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,23.740283966064453,23.87836790084839,217344
cora_run1qacz7uf_GAT_hyperbobhzh4f,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.56280755996704,14.618853330612184,222561
cora_runqeogi6ee_GAT_hyperqsnfq57z,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,12.144203662872314,12.254979848861694,217344
cora_runqeogi6ee_GAT_hyperff6frgee,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.266823053359984,13.31982946395874,217344
cora_run1qacz7uf_GAT_hypery1alvf6h,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.502366304397585,15.560256242752075,222561
cora_run1qacz7uf_GAT_hypergmhyni0l,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.837060451507568,7.936787128448486,222561
cora_runqeogi6ee_GAT_hyperce03a0fw,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.088080406188965,13.187174081802368,217344
cora_run1qacz7uf_GAT_hypera0t4qaje,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.610471725463867,8.662112712860107,222561
cora_run1qacz7uf_GAT_hyperwyiqscn3,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.8771772384643555,7.937233924865723,222561
cora_runqeogi6ee_GAT_hyperdapouque,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,15.264992237091064,15.313222408294678,217344
cora_run1qacz7uf_GAT_hyper4i0vjk6f,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,4.941234111785889,5.001226425170898,222561
cora_runqeogi6ee_GAT_hyperc12ww6sf,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,3.970426321029663,4.017122983932495,217344
cora_runqeogi6ee_GAT_hyperrs4vcrsd,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.35599684715271,7.417664766311645,217344
cora_runqeogi6ee_GAT_hyper05ra5lpx,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.995357275009155,8.075365781784058,217344
cora_run1qacz7uf_GAT_hyper0i1tztt3,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.380833625793457,19.52385091781616,222561
cora_runqeogi6ee_GAT_hyper3jizbmnp,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.692939758300781,7.803970813751221,217344
cora_run1qacz7uf_GAT_hyper2q26cjti,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,23.2793083190918,23.42003846168518,222561
cora_runqeogi6ee_GAT_hyperttzx24p8,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,16.480652570724487,16.518944263458252,217344
cora_runqeogi6ee_GAT_hyper2myjc3jv,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,22.00875210762024,22.125136613845825,217344
cora_run1qacz7uf_GAT_hyperh5kxyb8r,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,21.788331747055054,21.836180686950684,222561
cora_runqeogi6ee_GAT_hyperpg80hbxp,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,23.00940108299256,23.112134218215942,217344
cora_run1qacz7uf_GAT_hyper7yihf8aa,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,27.87893009185791,27.93143916130066,222561
cora_run1qacz7uf_GAT_hyper036704pu,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.926217794418337,12.030909538269045,222561
cora_runqeogi6ee_GAT_hyper28wxeqt8,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,23.494022607803345,23.54444146156311,217344
cora_run1qacz7uf_GAT_hyperwof4cr8i,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.563844680786133,14.61626124382019,222561
cora_runqeogi6ee_GAT_hyperraqhv8x6,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,12.28982925415039,12.40628695487976,217344
cora_run1qacz7uf_GAT_hypernqa5go48,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.396344900131226,15.446367740631104,222561
cora_runqeogi6ee_GAT_hypera3x5fmit,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,12.94067096710205,13.002390146255491,217344
cora_run1qacz7uf_GAT_hyperqwmyrlly,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.441999673843384,12.491164445877075,222561
cora_runqeogi6ee_GAT_hyperlmx7j5a4,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,13.603367567062378,13.659558773040771,217344
cora_run1qacz7uf_GAT_hyperiaw1axkm,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.224840879440308,8.328914642333984,222561
cora_run1qacz7uf_GAT_hyper1l1554nz,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.478781700134277,8.604443311691284,222561
cora_runqeogi6ee_GAT_hyperv0pog2ik,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,12.788996696472168,12.923288822174072,217344
cora_run1qacz7uf_GAT_hyperldlk1jn7,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.294699668884277,8.379100561141968,222561
cora_runqeogi6ee_GAT_hyperz5qq9ilj,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,6.10793924331665,6.21709132194519,217344
cora_runqeogi6ee_GAT_hyper8vlcgut3,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,7.190689563751221,7.373881101608276,217344
cora_run1qacz7uf_GAT_hyper59btwzda,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.8374128341674805,6.896631717681885,222561
cora_runqeogi6ee_GAT_hyper3jmb1wom,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,8.196666479110718,8.25374460220337,217344
cora_runqeogi6ee_GAT_hyperu6idqf8o,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,8.867966651916504,8.925333499908447,217344
cora_run1qacz7uf_GAT_hyper44ezgc9l,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.639590978622437,13.764657735824583,222561
cora_runqeogi6ee_GAT_hyperxrpz7gmw,27.53,39.37,73.13,93.91,99.36,100.0,40.81,27.53,39.37,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,19.383904457092285,19.42612671852112,217344
cora_run1qacz7uf_GAT_hyperinm2qnmd,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,26.186256170272827,26.253567457199097,222561
