Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,batch_size,lr,batch_size_sampler,num_neighbors,num_hops,epochs
cora_runzi1xw7ga_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,64,40,8,50
cora_run7tfobff5_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,5,6,50
cora_run7umveb9q_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,5,7,50
cora_runnkjgg4g8_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,5,8,50
cora_runeadlyzy2_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,10,6,50
cora_runaz7noa6b_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,10,7,50
cora_run4jhwmmry_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,10,8,50
cora_runpx82fwu9_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,20,6,50
cora_runcgjfh84r_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,20,7,50
cora_runv2ejanvu_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,20,8,50
cora_runzg99g65g_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,30,6,50
cora_runl913a486_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,30,7,50
cora_runea9huspx_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,30,8,50
cora_rundsaq9tl9_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,40,6,50
cora_runephkxb08_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,40,7,50
cora_runv249a0lc_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,5,0.015,128,0.01,128,40,8,50
cora_runiytd4snx_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,20,6,50
cora_runrwtyt1vq_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,20,7,50
cora_runzfp9cv9v_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,20,8,50
cora_runnxyzwm7k_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,30,6,50
cora_runuegmzjqt_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,30,7,50
cora_runuodsra93_GAT,24.69,42.51,68.69,79.82,92.82,96.82,38.57,24.69,40.14,68.69,79.82,92.82,96.85,92.76,95.72,82.25,128,256,4,0.1,0,6,0.015,32,0.01,64,30,8,50
cora_run7qeylfp1_GAT,28.2,47.23,67.91,78.43,92.5,96.21,40.97,28.2,47.23,69.48,78.43,92.5,96.21,92.9,95.27,78.14,128,256,4,0.1,0,5,0.015,32,0.1,32,5,6,20
cora_runq4ofed5f_GAT,28.2,47.23,66.32,78.43,92.5,96.21,40.97,28.2,40.14,64.24,78.43,92.5,96.21,93.33,95.27,78.96,128,256,4,0.1,0,5,0.015,32,0.1,32,5,7,20
cora_rung7rukfmv_GAT,28.2,47.23,66.32,78.43,92.5,96.21,40.97,28.2,48.87,64.24,78.43,92.5,96.21,93.94,95.27,78.96,128,256,4,0.1,0,5,0.015,32,0.1,32,5,8,20
cora_runs2mb1qod_GAT,28.2,47.23,66.32,78.43,92.5,96.21,40.97,28.2,35.89,64.31,78.43,92.5,96.21,93.94,95.27,78.96,128,256,4,0.1,0,5,0.015,32,0.1,32,10,6,20
Best,35.55,47.23,68.69,80.08,93.01,96.88,42.41,35.55,48.87,69.48,80.08,93.01,96.88,94.02,95.88,82.25,128,256,4,0.1,0,6,0.015,128,0.1,128,40,8,50
