Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,acc,out_channels,hidden_channels,batch_size,lr,batch_size_sampler,num_neighbors,num_hops,epochs
cora_runn9dkiqd9_VGAE,13.22,24.51,41.65,65.92,90.73,97.67,23.6,13.22,24.51,41.35,67.39,90.73,97.67,91.18,91.8,79.85,32,32,64,0.1,128,30,8,50
cora_runjmui1kit_VGAE,13.22,24.51,41.65,65.92,90.73,97.67,23.6,13.22,24.51,41.35,67.39,90.73,97.67,91.18,91.8,79.85,32,32,64,0.1,128,40,6,50
cora_runuo3monms_VGAE,13.22,24.51,41.65,65.92,90.73,97.67,23.6,13.22,24.51,41.35,67.39,90.73,97.67,91.18,91.8,79.85,32,32,64,0.1,128,40,7,50
cora_run5ubcpbw0_VGAE,13.22,24.51,41.65,65.92,90.73,97.67,23.6,13.22,24.51,41.35,67.39,90.73,97.67,91.18,91.8,79.85,32,32,64,0.1,128,40,8,50
cora_run1l5ckhx3_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,5,6,50
cora_runwlraeok2_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,5,7,50
cora_run3gv4bwq8_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,5,8,50
cora_run4krrunqs_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,10,6,50
cora_runfni5qb2x_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,10,7,50
cora_runcdlbbgdj_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,10,8,50
cora_runf2rzhrwm_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,20,6,50
cora_runjbvoht8r_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,20,7,50
cora_runin5g6pbs_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,20,8,50
cora_run8c10bptp_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,30,6,50
cora_run8vzop6fp_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,30,7,50
cora_runfxp3lhj8_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,30,8,50
cora_runag2m9zso_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,40,6,50
cora_run8xy1bppr_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,40,7,50
cora_runqq1zzaef_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,32,40,8,50
cora_run42dj0pyo_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,5,6,50
cora_runut4tercg_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,5,7,50
cora_run0tt129rv_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,5,8,50
cora_runssmo3wj5_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,10,6,50
cora_run8i0k177e_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,10,7,50
cora_runfyd7468d_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,10,8,50
cora_runswi3om8w_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,20,6,50
cora_runzuwk63dx_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,20,7,50
cora_runi5b0gl7r_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,20,8,50
cora_runqb6rum6r_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,30,6,50
cora_run66bzs1dv_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,30,7,50
cora_runueibzzfs_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,30,8,50
cora_run27mf0lt8_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,40,6,50
cora_run6h09xz18_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,40,7,50
cora_runws2x2hoe_VGAE,13.22,24.51,41.65,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,64,40,8,50
cora_runwjqnt9rx_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,5,6,50
cora_run0ncr9rrd_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,5,7,50
cora_runy0ail33k_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,5,8,50
cora_rund700lbd5_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,10,6,50
cora_run0j936fro_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,10,7,50
cora_runs5kjwn2q_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,10,8,50
cora_run1nk7py0w_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,20,6,50
cora_runoqme1d7f_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,20,7,50
cora_run7m5iqt9u_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,20,8,50
cora_run9xnmbr0s_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,30,6,50
cora_runmk6oufte_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,30,7,50
cora_runx0cmby9h_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,30,8,50
cora_run063jsbv1_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,40,6,50
cora_runu5oi5w28_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,40,7,50
cora_runrr3fnkun_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,64,0.01,128,40,8,50
cora_rununqnjyem_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,5,6,50
cora_run3c4356rg_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,5,7,50
cora_runmfoh8bm6_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,5,8,50
cora_runiqhs8ldj_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,10,6,50
cora_run1jwzyuc7_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,10,7,50
cora_runh4w1me6l_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,10,8,50
cora_runzgj5dqjm_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,20,6,50
cora_runo6xzetlr_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,20,7,50
cora_run4s8e4bsp_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,20,8,50
cora_run8nut92ue_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,30,6,50
cora_runl13bdw5s_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,30,7,50
cora_run0o5h1eb0_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,30,8,50
cora_run9atws7ec_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,40,6,50
cora_runhv3i4gn6_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,40,7,50
cora_runsop1t1mu_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,32,40,8,50
cora_runk9qpmamh_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,5,6,50
cora_runi2i9f27m_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,5,7,50
cora_run8w09yfyt_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,5,8,50
cora_runue529vuf_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,10,6,50
cora_run1371r566_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,10,7,50
cora_runez48q2n4_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,10,8,50
cora_runuoyal6qh_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,20,6,50
cora_run0liaq10w_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,20,7,50
cora_run2fya14hf_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,20,8,50
cora_runf01vt9hc_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,30,6,50
cora_runx2mxujz4_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,30,7,50
cora_runxefy0613_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,30,8,50
cora_run250x2gc0_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,40,6,50
cora_runqno8wla6_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,40,7,50
cora_run2tqnh37b_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,64,40,8,50
cora_runnyt9raod_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,5,6,50
cora_run7mmh7a9n_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,5,7,50
cora_run790vdbd8_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,5,8,50
cora_runzal0lzu2_VGAE,13.22,24.51,48.07,65.92,88.34,98.19,23.6,13.22,24.51,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,10,6,50
cora_runc3zowfs3_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,10,7,50
cora_runrbh3acp2_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,10,8,50
cora_runebut8ebm_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,20,6,50
cora_runjkl2szta_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,20,7,50
cora_runyjrw1f55_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,20,8,50
cora_rungxg6ap76_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,30,6,50
cora_runyu1msktt_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,30,7,50
cora_runonpbijeh_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,30,8,50
cora_runzj34ctfy_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,40,6,50
cora_run2uuny432_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,40,7,50
cora_rundxe7gwhk_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.85,32,32,128,0.1,128,40,8,50
cora_runitxxkc2f_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.96,32,32,128,0.01,32,5,6,50
cora_runyjdvo5eb_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.96,32,32,128,0.01,32,5,7,50
cora_runu6empj82_VGAE,13.22,24.63,48.07,65.92,88.34,98.19,23.6,13.22,24.63,41.35,67.39,88.34,98.19,91.45,93.23,79.96,32,32,128,0.01,32,5,8,50
Best,13.22,24.63,57.15,68.97,90.73,98.19,23.77,13.22,24.63,58.39,68.97,90.73,98.19,91.45,93.23,79.96,32,32,128,0.1,128,40,10,100
